 1 RANKED  8760   HOUR AVERAGE  CONCENTRATION VALUES AT EACH RECEPTOR  

         DSLPM         1     (ug/m**3)    
         (24 hours/day processed)
     RECEPTOR (x,y) km        1 RANK     NLAT_WGS84  ELON_WGS84
 
     511.971  5030.006     4.3972E-01      45.423473 -122.846985
     509.977  5029.985     3.0967E-01      45.423313 -122.872467
     508.017  5030.000     2.4437E-01      45.423477 -122.897522
     505.987  5029.997     2.1697E-01      45.423470 -122.923470
     503.974  5029.996     2.0128E-01      45.423473 -122.949203
     501.997  5029.995     1.5904E-01      45.423473 -122.974472
     499.984  5030.012     1.2971E-01      45.423630 -123.000206
     497.972  5030.013     1.0680E-01      45.423637 -123.025925
     493.999  5029.980     8.0584E-02      45.423317 -123.076706
     492.022  5030.000     7.9474E-02      45.423477 -123.101974
     489.992  5030.003     9.2349E-02      45.423477 -123.127922
     488.015  5029.988     1.6083E-01      45.423309 -123.153198
     486.002  5029.992     6.2272E-02      45.423309 -123.178925
     483.989  5029.980     4.9730E-02      45.423157 -123.204659
     484.002  5027.982     4.6302E-02      45.405174 -123.204430
     485.980  5027.995     5.3848E-02      45.405334 -123.179153
     487.976  5027.990     6.2208E-02      45.405327 -123.153648
     490.006  5027.987     7.4355E-02      45.405327 -123.127708
     492.020  5028.002     7.3584E-02      45.405491 -123.101974
     493.980  5028.035     7.4086E-02      45.405807 -123.076927
     495.993  5028.016     8.1771E-02      45.405651 -123.051201
     497.989  5027.979     9.5609E-02      45.405327 -123.025696
     500.002  5027.997     1.1513E-01      45.405491 -122.999977
     501.997  5027.979     1.3721E-01      45.405327 -122.974480
     503.993  5028.016     1.6721E-01      45.405651 -122.948975
     505.989  5027.982     1.9175E-01      45.405331 -122.923470
     508.002  5028.002     2.2239E-01      45.405491 -122.897751
     510.015  5028.005     2.9072E-01      45.405491 -122.872025
     514.006  5027.977     1.1206E+00      45.405170 -122.821030
     516.016  5029.149     7.6227E-01      45.415676 -122.795303
     519.993  5028.011     2.9318E+00      45.405334 -122.744522
     519.972  5029.125     1.4863E+00      45.415359 -122.744743
     521.989  5027.947     1.6516E+00      45.404694 -122.719017
     523.048  5027.986     9.7653E-01      45.405010 -122.705490
     523.980  5029.015     1.0833E+00      45.414246 -122.693527
     528.011  5027.988     1.5267E+00      45.404846 -122.642067
     531.966  5028.042     1.5239E+00      45.405167 -122.591530
     531.978  5029.174     1.9706E+00      45.415352 -122.591301
     532.903  5028.012     1.1937E+00      45.404854 -122.579559
     533.980  5028.018     9.0537E-01      45.404858 -122.565796
     534.934  5028.005     7.3422E-01      45.404690 -122.553604
     534.979  5029.278     1.0441E+00      45.416145 -122.552940
     535.993  5028.011     6.3011E-01      45.404694 -122.540077
     538.006  5028.005     4.1995E-01      45.404530 -122.514351
     541.998  5027.995     2.4077E-01      45.404213 -122.463348
     543.994  5027.991     1.9717E-01      45.404057 -122.437843
     546.007  5027.988     1.6697E-01      45.403896 -122.412125
     548.003  5028.003     1.4424E-01      45.403896 -122.386620
     549.999  5027.983     1.2666E-01      45.403580 -122.361115
     552.012  5027.999     1.1712E-01      45.403576 -122.335396
     553.990  5027.998     1.6013E-01      45.403419 -122.310120
     555.986  5027.963     5.7889E-01      45.402943 -122.284622
     557.028  5028.007     6.6754E-01      45.403255 -122.271301
     557.999  5027.999     4.8840E-01      45.403107 -122.258896
     558.971  5027.990     1.9844E-01      45.402946 -122.246483
     559.977  5027.999     1.1714E-01      45.402939 -122.233627
     559.978  5026.019     1.1603E-01      45.385117 -122.233856
     558.989  5026.010     1.0443E-01      45.385120 -122.246490
     559.051  5026.965     1.2135E-01      45.393711 -122.245583
     556.940  5026.009     1.1974E-01      45.385281 -122.272659
     556.003  5026.000     1.1326E-01      45.385277 -122.284630
     553.989  5026.018     1.0283E-01      45.385597 -122.310349
     551.993  5026.001     1.0967E-01      45.385593 -122.335846
     549.997  5026.003     1.2222E-01      45.385757 -122.361343
     547.983  5025.987     1.4020E-01      45.385754 -122.387070
     545.986  5025.990     1.6018E-01      45.385918 -122.412575
     543.990  5026.011     1.8582E-01      45.386234 -122.438072
     541.976  5025.997     2.1994E-01      45.386230 -122.463799
     540.015  5026.020     2.6064E-01      45.386551 -122.488846
     538.001  5026.007     3.2079E-01      45.386547 -122.514572
     535.987  5025.978     4.1034E-01      45.386395 -122.540298
     534.957  5026.980     6.4113E-01      45.395466 -122.553383
     533.991  5026.020     1.5063E+00      45.386871 -122.565796
     533.985  5027.063     9.6174E-01      45.396259 -122.565796
     532.984  5026.014     1.5319E+00      45.386868 -122.578659
     531.994  5026.009     1.8811E+00      45.386864 -122.591301
     528.921  5025.994     1.7474E+00      45.386868 -122.630554
     527.984  5025.973     1.1863E+00      45.386715 -122.642525
     527.997  5027.122     1.9280E+00      45.397057 -122.642296
     527.132  5027.083     1.5106E+00      45.396740 -122.653351
     526.006  5026.017     5.5645E-01      45.387188 -122.667793
     525.966  5027.025     1.0275E+00      45.396259 -122.668251
     524.959  5026.968     1.2084E+00      45.395782 -122.681122
     523.974  5026.009     9.7630E-01      45.387184 -122.693748
     522.013  5026.002     2.2323E+00      45.387188 -122.718803
     519.999  5025.960     1.3765E+00      45.386871 -122.744530
     519.996  5027.003     2.7800E+00      45.396259 -122.744522
     519.007  5026.982     2.4862E+00      45.396095 -122.757164
     517.985  5025.989     1.1080E+00      45.387184 -122.770256
     516.007  5025.984     7.7121E-01      45.387188 -122.795525
     513.958  5026.014     1.3297E+00      45.387505 -122.821693
     511.997  5026.010     3.8046E-01      45.387501 -122.846748
     509.948  5026.007     2.2417E-01      45.387508 -122.872917
     507.987  5026.022     1.7802E-01      45.387669 -122.897972
     503.994  5026.000     1.3971E-01      45.387505 -122.948982
     499.984  5025.999     1.0204E-01      45.387508 -123.000206
     498.006  5025.999     8.6734E-02      45.387505 -123.025475
     496.010  5026.000     7.5485E-02      45.387505 -123.050972
     535.049  5049.064     6.5040E-01      45.594234 -122.550629
     543.031  5047.063     4.4572E-01      45.575775 -122.448471
     494.013  5026.019     6.9032E-02      45.387661 -123.076477
     491.999  5026.022     6.7145E-02      45.387669 -123.102203
     490.021  5026.007     6.2774E-02      45.387508 -123.127472
     488.025  5025.993     5.5495E-02      45.387352 -123.152969
     486.011  5025.979     5.1185E-02      45.387188 -123.178696
     484.015  5025.984     4.5704E-02      45.387188 -123.204193
     483.992  5024.004     7.7896E-02      45.369366 -123.204422
     486.024  5023.999     7.9603E-02      45.369366 -123.178474
     490.000  5023.974     5.6597E-02      45.369209 -123.127701
     491.997  5024.006     6.1798E-02      45.369522 -123.102203
     493.976  5024.004     6.5415E-02      45.369522 -123.076927
     497.987  5024.019     7.9636E-02      45.369682 -123.025703
     499.984  5023.983     9.0962E-02      45.369358 -123.000206
     501.999  5023.984     1.0488E-01      45.369366 -122.974472
     503.978  5023.985     1.1982E-01      45.369366 -122.949203
     506.028  5024.022     1.3391E-01      45.369686 -122.923019
     508.007  5023.988     1.5700E-01      45.369358 -122.897751
     510.004  5023.991     2.0967E-01      45.369362 -122.872246
     512.000  5024.030     4.2153E-01      45.369678 -122.846756
     515.994  5024.004     5.5603E-01      45.369366 -122.795753
     519.988  5023.997     2.0157E+00      45.369202 -122.744751
     522.020  5024.004     8.9958E-01      45.369202 -122.718803
     523.999  5024.011     5.4084E-01      45.369202 -122.693527
     527.017  5024.890     1.6221E+00      45.377007 -122.654938
     527.993  5023.992     6.8639E-01      45.368885 -122.642525
     528.996  5024.934     9.7184E-01      45.377319 -122.629662
     531.086  5024.007     1.4731E+00      45.368885 -122.603027
     532.005  5023.994     1.0676E+00      45.368729 -122.591293
     532.971  5025.024     1.3095E+00      45.377953 -122.578888
     534.001  5024.022     1.4062E+00      45.368885 -122.565804
     534.013  5025.065     8.2970E-01      45.378273 -122.565575
     535.044  5023.992     4.1696E-01      45.368565 -122.552483
     535.020  5025.071     4.6941E-01      45.378277 -122.552719
     535.981  5024.015     3.2012E-01      45.368725 -122.540520
     537.995  5024.009     2.4464E-01      45.368561 -122.514801
     539.975  5024.004     2.1904E-01      45.368408 -122.489517
     541.972  5023.999     1.9484E-01      45.368248 -122.464020
     543.986  5023.995     1.7051E-01      45.368088 -122.438301
     546.001  5024.027     1.5151E-01      45.368244 -122.412567
     547.980  5024.007     1.3592E-01      45.367931 -122.387299
     549.960  5023.987     1.1974E-01      45.367615 -122.362022
     551.992  5024.003     1.0490E-01      45.367611 -122.336067
     554.007  5023.985     9.3451E-02      45.367294 -122.310341
     555.986  5023.984     9.4015E-02      45.367130 -122.285072
     557.983  5024.020     1.3739E-01      45.367294 -122.259575
     559.980  5024.021     1.1739E-01      45.367134 -122.234070
     559.981  5022.023     5.5693E-02      45.349152 -122.234299
     558.001  5022.022     6.6074E-02      45.349308 -122.259575
     556.021  5022.004     7.6389E-02      45.349308 -122.284851
     554.006  5022.004     8.9849E-02      45.349464 -122.310570
     551.991  5022.005     1.0561E-01      45.349625 -122.336296
     550.011  5022.007     1.2181E-01      45.349789 -122.361572
     548.013  5022.009     1.3271E-01      45.349945 -122.387070
     546.015  5022.012     1.3973E-01      45.350109 -122.412575
     544.018  5021.998     1.5280E-01      45.350109 -122.438072
     541.967  5022.001     1.7244E-01      45.350262 -122.464249
     539.970  5021.988     1.9335E-01      45.350262 -122.489746
     537.972  5021.994     2.2065E-01      45.350430 -122.515251
     535.992  5021.982     3.0754E-01      45.350426 -122.540527
     533.995  5021.971     9.9763E-01      45.350426 -122.566017
     533.989  5023.102     9.4036E-01      45.360607 -122.566017
     532.987  5022.001     7.2414E-01      45.350742 -122.578888
     531.979  5022.031     1.5121E+00      45.351059 -122.591751
     529.977  5023.011     1.4272E+00      45.359970 -122.617249
     529.027  5022.017     6.3931E-01      45.351063 -122.629440
     527.984  5022.030     8.9556E-01      45.351219 -122.642754
     527.980  5023.038     5.4529E-01      45.360298 -122.642746
     527.083  5022.008     1.1298E+00      45.351059 -122.654259
     527.061  5022.998     8.7462E-01      45.359970 -122.654480
     525.987  5022.004     6.1144E-01      45.351063 -122.668243
     523.972  5021.996     3.5534E-01      45.351067 -122.693970
     521.992  5022.006     3.2808E-01      45.351219 -122.719246
     519.994  5021.982     4.5865E-01      45.351063 -122.744751
     517.979  5021.993     1.2803E+00      45.351219 -122.770477
     516.017  5022.006     6.6826E-01      45.351379 -122.795525
     514.002  5022.001     3.2431E-01      45.351379 -122.821251
     511.987  5021.997     3.5006E-01      45.351383 -122.846970
     509.972  5021.993     1.7189E-01      45.351379 -122.872696
     507.992  5021.973     1.4751E-01      45.351223 -122.897972
     506.012  5022.006     1.2009E-01      45.351540 -122.923248
     503.979  5022.004     1.1039E-01      45.351536 -122.949203
     501.999  5021.986     9.9840E-02      45.351379 -122.974480
     499.984  5022.021     8.7991E-02      45.351700 -123.000206
     497.987  5022.021     7.7810E-02      45.351696 -123.025696
     495.989  5022.004     7.0149E-02      45.351536 -123.051201
     493.992  5021.988     6.3697E-02      45.351376 -123.076698
     491.994  5022.008     5.8480E-02      45.351536 -123.102203
     489.962  5022.011     5.3405E-02      45.351540 -123.128143
     487.982  5022.015     5.1056E-02      45.351543 -123.153427
     485.984  5022.001     1.3210E-01      45.351379 -123.178932
     483.987  5022.006     1.0197E-01      45.351379 -123.204422
     483.999  5019.973     1.3976E-01      45.333084 -123.204208
     485.998  5020.003     1.6209E-01      45.333393 -123.178696
     488.013  5019.981     5.0749E-02      45.333233 -123.152977
     489.994  5019.978     5.1026E-02      45.333241 -123.127701
     492.027  5020.010     5.6520E-02      45.333549 -123.101753
     493.972  5020.026     6.4366E-02      45.333714 -123.076927
     495.988  5020.007     7.6839E-02      45.333557 -123.051201
     497.986  5020.006     9.5558E-02      45.333557 -123.025703
     499.984  5020.005     1.1684E-01      45.333553 -123.000206
     502.000  5019.988     2.5929E-01      45.333397 -122.974472
     503.998  5019.989     2.8837E-01      45.333397 -122.948975
     505.996  5020.008     1.3003E-01      45.333553 -122.923477
     507.994  5019.993     1.2786E-01      45.333401 -122.897980
     512.008  5019.999     1.8844E-01      45.333397 -122.846748
     516.022  5020.008     3.3007E-01      45.333397 -122.795525
     518.002  5019.996     5.1345E-01      45.333241 -122.770256
     520.000  5020.037     3.1710E-01      45.333557 -122.744759
     521.999  5020.026     2.7332E-01      45.333397 -122.719246
     523.997  5019.998     2.7662E-01      45.333080 -122.693748
     525.037  5020.868     3.5262E-01      45.340878 -122.680435
     525.995  5019.988     4.7661E-01      45.332916 -122.668251
     525.991  5020.961     4.4519E-01      45.341675 -122.668251
     527.021  5020.010     3.8875E-01      45.333076 -122.655159
     527.993  5019.997     4.6930E-01      45.332924 -122.642754
     528.930  5019.983     8.5488E-01      45.332756 -122.630798
     528.960  5021.186     5.8039E-01      45.343586 -122.630341
     530.009  5020.006     1.8447E+00      45.332920 -122.617027
     531.070  5019.993     1.1072E+00      45.332760 -122.603485
     532.007  5019.998     1.2021E+00      45.332760 -122.591530
     533.027  5021.082     1.0229E+00      45.342468 -122.578438
     534.005  5020.008     4.9849E-01      45.332752 -122.566025
     535.986  5020.002     2.5808E-01      45.332603 -122.540749
     537.984  5019.996     2.0390E-01      45.332443 -122.515251
     539.982  5020.008     1.7212E-01      45.332439 -122.489754
     541.998  5019.986     1.5329E-01      45.332123 -122.464027
     543.979  5020.017     1.3929E-01      45.332283 -122.438744
     545.995  5019.961     1.2908E-01      45.331650 -122.413025
     547.975  5019.993     1.3306E-01      45.331806 -122.387756
     552.007  5019.990     1.2113E-01      45.331493 -122.336304
     553.988  5020.006     9.0789E-02      45.331482 -122.311020
     555.986  5020.006     7.3738E-02      45.331326 -122.285522
     558.002  5020.007     6.1597E-02      45.331169 -122.259796
     560.000  5020.008     5.1327E-02      45.331013 -122.234306
     558.003  5018.009     5.7754E-02      45.313187 -122.260017
     555.986  5017.990     7.0303E-02      45.313183 -122.285751
     553.987  5017.991     1.3232E-01      45.313351 -122.311256
     551.988  5018.009     4.0502E-01      45.313660 -122.336754
     549.989  5018.011     2.5276E-01      45.313828 -122.362251
     547.990  5017.995     1.4033E-01      45.313820 -122.387756
     545.991  5018.016     1.1861E-01      45.314144 -122.413254
     543.993  5017.984     1.2563E-01      45.313980 -122.438744
     541.994  5017.988     1.3660E-01      45.314140 -122.464249
     539.977  5017.993     1.5379E-01      45.314304 -122.489983
     538.014  5017.980     1.7603E-01      45.314297 -122.515022
     536.033  5018.004     2.2972E-01      45.314613 -122.540291
     534.016  5017.975     5.6714E-01      45.314457 -122.566025
     530.001  5018.008     3.6854E-01      45.314934 -122.617249
     526.003  5018.008     3.0994E-01      45.315094 -122.668251
     523.987  5018.000     2.6612E-01      45.315094 -122.693970
     521.970  5017.993     2.5903E-01      45.315102 -122.719704
     519.989  5018.021     2.7295E-01      45.315411 -122.744980
     517.991  5017.998     4.9247E-01      45.315258 -122.770470
     515.992  5017.992     2.8571E-01      45.315254 -122.795975
     513.993  5018.005     2.0844E-01      45.315411 -122.821472
     512.012  5018.001     1.4122E-01      45.315411 -122.846748
     509.996  5017.998     1.2210E-01      45.315418 -122.872467
     508.015  5017.995     1.1568E-01      45.315414 -122.897743
     506.016  5017.993     1.2283E-01      45.315418 -122.923248
     502.018  5018.008     9.8960E-01      45.315571 -122.974251
     499.967  5018.007     2.0464E-01      45.315567 -123.000420
     498.003  5018.008     1.1132E-01      45.315571 -123.025475
     495.987  5018.009     7.3830E-02      45.315575 -123.051201
     493.988  5018.028     6.0597E-02      45.315731 -123.076698
     491.972  5018.030     5.3325E-02      45.315727 -123.102425
     489.991  5018.015     5.0387E-02      45.315571 -123.127693
     488.010  5018.001     9.0841E-02      45.315411 -123.152969
     485.993  5017.970     2.0107E-01      45.315098 -123.178703
     483.994  5018.028     1.5356E-01      45.315575 -123.204208
     483.972  5016.012     2.1951E-01      45.297428 -123.204422
     485.989  5015.990     2.6402E-01      45.297276 -123.178696
     487.988  5015.986     8.3426E-02      45.297272 -123.153198
     489.970  5015.982     5.8452E-02      45.297268 -123.127922
     491.987  5016.015     5.0850E-02      45.297592 -123.102196
     494.004  5015.969     5.3961E-02      45.297199 -123.076469
     495.968  5016.011     6.1451E-02      45.297592 -123.051422
     498.003  5016.010     1.1138E-01      45.297588 -123.025467
     499.984  5015.992     2.5389E-01      45.297432 -123.000206
     499.967  5016.929     2.1201E-01      45.305866 -123.000420
     501.046  5015.992     3.2217E-01      45.297432 -122.986656
     500.993  5016.982     6.1927E-01      45.306339 -122.987335
     501.984  5015.992     6.2929E-01      45.297428 -122.974693
     504.001  5016.011     7.1317E-01      45.297592 -122.948967
     506.000  5015.977     1.4440E-01      45.297272 -122.923477
     507.999  5015.997     1.0427E-01      45.297432 -122.897980
     509.999  5016.000     1.0956E-01      45.297432 -122.872475
     513.997  5015.990     1.7659E-01      45.297276 -122.821480
     515.979  5015.994     3.0078E-01      45.297268 -122.796204
     517.003  5016.917     3.1498E-01      45.305550 -122.783112
     517.996  5016.000     3.1148E-01      45.297272 -122.770477
     517.994  5016.937     3.5295E-01      45.305706 -122.770470
     519.129  5016.003     2.7631E-01      45.297268 -122.756027
     520.013  5016.006     2.5251E-01      45.297272 -122.744751
     521.995  5016.013     2.6989E-01      45.297276 -122.719475
     524.012  5015.985     3.1658E-01      45.296955 -122.693748
     525.994  5015.975     3.1777E-01      45.296799 -122.668472
     528.011  5016.001     3.0450E-01      45.296951 -122.642746
     529.993  5015.992     2.7842E-01      45.296791 -122.617470
     532.027  5016.002     2.5937E-01      45.296791 -122.591530
     533.991  5016.030     2.2338E-01      45.296947 -122.566483
     535.991  5016.024     1.7535E-01      45.296795 -122.540970
     538.008  5016.000     1.5450E-01      45.296474 -122.515251
     539.972  5016.012     1.3725E-01      45.296474 -122.490204
     541.989  5016.025     1.2303E-01      45.296471 -122.464478
     543.989  5016.004     1.1301E-01      45.296158 -122.438972
     545.988  5016.018     1.0573E-01      45.296158 -122.413483
     548.005  5016.015     1.1594E-01      45.295998 -122.387756
     550.023  5015.995     2.1356E-01      45.295677 -122.362022
     552.022  5015.994     5.1804E-01      45.295521 -122.336533
     555.968  5015.992     1.0549E-01      45.295200 -122.286209
     558.003  5016.011     5.4528E-02      45.295208 -122.260254
     559.985  5015.994     4.5174E-02      45.294888 -122.234985
     559.987  5013.978     4.1722E-02      45.276741 -122.235199
     555.986  5013.994     7.0697E-02      45.277218 -122.286201
     553.968  5013.977     8.9508E-02      45.277222 -122.311935
     553.048  5013.987     8.8532E-02      45.277378 -122.323662
     551.986  5013.996     1.1088E-01      45.277542 -122.337196
     551.995  5014.986     3.1086E-01      45.286449 -122.336983
     551.146  5015.014     4.6697E-01      45.286766 -122.347801
     549.985  5014.015     1.4809E-01      45.277859 -122.362709
     548.003  5014.017     8.8891E-02      45.278015 -122.387978
     546.003  5014.002     9.2917E-02      45.278011 -122.413475
     544.003  5013.988     9.9987E-02      45.278011 -122.438972
     542.003  5013.992     1.0963E-01      45.278175 -122.464470
     539.985  5013.979     1.2129E-01      45.278172 -122.490204
     535.967  5014.008     1.5180E-01      45.278648 -122.541428
     533.984  5014.015     1.6760E-01      45.278812 -122.566704
     529.931  5014.012     2.1436E-01      45.278973 -122.618378
     528.020  5014.021     2.8317E-01      45.279129 -122.642746
     525.984  5013.994     3.5291E-01      45.278965 -122.668709
     525.082  5014.009     4.4483E-01      45.279129 -122.680206
     524.002  5014.004     6.6205E-01      45.279125 -122.693977
     522.869  5014.000     5.4448E-01      45.279129 -122.708420
     522.002  5014.015     3.3221E-01      45.279289 -122.719475
     519.949  5014.008     2.5037E-01      45.279285 -122.745651
     516.002  5013.997     1.8752E-01      45.279289 -122.795975
     514.002  5014.010     1.5244E-01      45.279449 -122.821472
     512.002  5014.006     1.2231E-01      45.279449 -122.846970
     510.002  5014.002     1.0370E-01      45.279446 -122.872475
     508.002  5014.035     9.8905E-02      45.279770 -122.897972
     506.020  5014.015     1.2869E-01      45.279610 -122.923241
     503.966  5013.995     3.1055E-01      45.279446 -122.949432
     503.064  5013.977     3.0534E-01      45.279285 -122.960938
     503.063  5015.126     5.7247E-01      45.289627 -122.960938
     501.984  5013.994     2.4540E-01      45.279446 -122.974701
     501.028  5014.967     3.4472E-01      45.288200 -122.986893
     498.002  5013.977     1.5762E-01      45.279289 -123.025475
     495.984  5013.978     9.6010E-02      45.279289 -123.051201
     493.967  5014.015     5.1473E-02      45.279610 -123.076920
     492.002  5013.999     5.2372E-02      45.279446 -123.101974
     489.967  5014.002     5.2946E-02      45.279446 -123.127922
     485.984  5013.992     7.2779E-02      45.279289 -123.178703
     484.002  5013.997     6.0146E-02      45.279289 -123.203972
     483.997  5011.981     3.8690E-02      45.261143 -123.203972
     485.979  5012.012     5.1695E-02      45.261467 -123.178711
     487.990  5011.990     5.0001E-02      45.261307 -123.153076
     489.983  5011.987     1.4987E-01      45.261307 -123.127678
     491.994  5011.984     1.5696E-01      45.261307 -123.102043
     493.987  5011.999     5.0154E-02      45.261463 -123.076645
     495.981  5012.015     6.9865E-02      45.261620 -123.051224
     497.984  5011.979     8.1836E-02      45.261303 -123.025696
     499.966  5011.996     1.2643E-01      45.261459 -123.000435
     504.003  5011.998     1.6352E-01      45.261467 -122.948975
     505.986  5011.999     1.0901E-01      45.261463 -122.923698
     507.987  5011.984     9.8838E-02      45.261307 -122.898201
     510.005  5012.004     1.0286E-01      45.261459 -122.872475
     512.015  5012.025     1.1675E-01      45.261620 -122.846855
     513.990  5011.994     1.3316E-01      45.261303 -122.821686
     516.019  5011.981     1.4849E-01      45.261143 -122.795822
     517.977  5012.004     1.9661E-01      45.261303 -122.770866
     519.988  5012.010     2.2287E-01      45.261299 -122.745232
     521.998  5012.017     2.8948E-01      45.261307 -122.719612
     521.995  5013.025     3.3127E-01      45.270378 -122.719604
     525.985  5011.979     2.9210E-01      45.260826 -122.668800
     525.981  5013.022     3.5924E-01      45.270214 -122.668793
     527.996  5012.005     3.1114E-01      45.260983 -122.643166
     529.989  5011.979     1.8000E-01      45.260666 -122.617767
     532.018  5012.007     1.6145E-01      45.260830 -122.591904
     534.011  5011.982     1.4471E-01      45.260509 -122.566505
     535.987  5012.010     1.3195E-01      45.260662 -122.541313
     537.998  5011.987     1.1849E-01      45.260349 -122.515686
     539.991  5011.981     1.0696E-01      45.260189 -122.490288
     542.002  5011.994     9.6420E-02      45.260189 -122.464653
     543.978  5012.008     8.7719E-02      45.260193 -122.439468
     545.989  5011.987     8.1054E-02      45.259872 -122.413841
     549.994  5011.964     1.0907E-01      45.259392 -122.362801
     551.987  5011.998     1.1010E-01      45.259556 -122.337395
     553.962  5011.997     1.0134E-01      45.259399 -122.312225
     555.991  5011.979     5.6735E-02      45.259079 -122.286369
     559.996  5011.980     3.8050E-02      45.258755 -122.235329
     560.015  5009.982     3.4249E-02      45.240772 -122.235329
     557.968  5009.999     4.0944E-02      45.241096 -122.261406
     555.991  5009.981     4.8088E-02      45.241093 -122.286591
     553.997  5009.981     5.4168E-02      45.241249 -122.311996
     551.968  5010.000     5.8528E-02      45.241573 -122.337845
     549.956  5010.019     6.2835E-02      45.241890 -122.363480
     548.015  5010.021     6.6555E-02      45.242043 -122.388206
     546.021  5009.989     7.0576E-02      45.241886 -122.413620
     543.974  5010.010     7.6590E-02      45.242207 -122.439697
     541.998  5009.996     8.4525E-02      45.242203 -122.464874
     539.986  5010.001     9.4056E-02      45.242367 -122.490509
     538.010  5010.007     1.0424E-01      45.242527 -122.515686
     535.963  5009.995     1.1561E-01      45.242531 -122.541763
     534.004  5009.966     1.2650E-01      45.242363 -122.566727
     529.999  5009.999     1.5560E-01      45.242844 -122.617760
     528.005  5009.954     1.7996E-01      45.242523 -122.643166
     526.024  5011.024     2.6877E-01      45.252228 -122.668350
     525.089  5011.003     5.6961E-01      45.252075 -122.680267
     522.994  5009.987     2.6752E-01      45.243000 -122.707016
     522.005  5010.001     2.6383E-01      45.243156 -122.719612
     519.994  5009.995     2.0025E-01      45.243164 -122.745239
     515.989  5009.983     1.3093E-01      45.243156 -122.796272
     514.012  5009.996     1.1721E-01      45.243320 -122.821457
     512.001  5010.010     1.0615E-01      45.243481 -122.847084
     509.989  5010.024     9.7760E-02      45.243637 -122.872719
     507.995  5010.021     9.1246E-02      45.243637 -122.898125
     503.972  5010.017     8.4561E-02      45.243637 -122.949387
     501.996  5009.999     8.7405E-02      45.243481 -122.974564
     499.967  5009.981     8.8742E-02      45.243320 -123.000420
     495.997  5010.000     5.5897E-02      45.243481 -123.051003
     493.968  5010.019     5.0909E-02      45.243637 -123.076859
     491.992  5009.986     8.7992E-02      45.243320 -123.102036
     489.962  5010.006     1.1092E-01      45.243473 -123.127907
     488.004  5010.028     4.5603E-02      45.243641 -123.152855
     486.010  5009.979     4.1923E-02      45.243164 -123.178261
     483.981  5009.983     3.3611E-02      45.243156 -123.204109
     533.113  5045.498     1.0727E+00      45.562233 -122.575691
     533.464  5038.670     2.0464E+00      45.500759 -122.571663
     531.026  5038.195     2.3023E+00      45.496597 -122.602898
     519.917  5027.330     2.5666E+00      45.399204 -122.745529
     514.351  5035.201     1.4942E+00      45.470192 -122.816414
     532.313  5011.836     1.5642E-01      45.259281 -122.588150
     525.679  5045.002     3.2493E+00      45.558083 -122.670982
     491.758  5041.260     1.5736E+00      45.524830 -123.105537
     502.155  5041.663     2.9078E+00      45.528500 -122.972397
     520.466  5048.540     1.6845E+00      45.590099 -122.737617
     527.253  5041.589     1.9751E+00      45.527302 -122.651001
     540.363  5038.204     6.7135E-01      45.496201 -122.483398
     531.152  5035.398     1.4902E+00      45.471420 -122.601471
     517.720  5068.355     1.8101E-01      45.768532 -122.772102
     533.119  5045.495     1.0718E+00      45.562202 -122.575623
     510.974  5021.880     3.0597E-01      45.350342 -122.859901
     524.502  5040.022     8.3039E-01      45.513306 -122.686310
